"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SRPK2",1.53052766573965e-06,1.37324806575962,0.376,0.232,0.0309564525672501,"6","SRPK2"
"PDIA6",1.66855672893636e-06,1.04001841276325,0.348,0.206,0.0337482283994668,"6","PDIA6"
"NOP102",1.9869179788924e-06,0.827679181621126,0.433,0.271,0.0401874030410777,"6","NOP10"
"ACTR31",1.99285033056283e-06,0.671850879737613,0.532,0.386,0.0403073907859639,"6","ACTR3"
"SPCS21",2.01707675258813e-06,0.821479939133671,0.418,0.282,0.0407973943978476,"6","SPCS2"
"PTPN41",2.25764941017392e-06,1.28522424463847,0.255,0.128,0.0456632169701778,"6","PTPN4"
"RAB2A1",2.33753655202845e-06,1.46256719048266,0.426,0.279,0.0472790143013275,"6","RAB2A"
"P4HB2",2.69523113433656e-06,1.18369148248387,0.362,0.216,0.0545137449230912,"6","P4HB"
"HELZ",2.72719872571686e-06,1.32668428867233,0.255,0.129,0.0551603214263492,"6","HELZ"
"SRSF10",2.75346423261098e-06,1.49389326960903,0.426,0.278,0.0556915675687898,"6","SRSF10"
"TPI12",3.18094211248229e-06,0.558302466726619,0.617,0.462,0.0643377351670668,"6","TPI1"
"TMEM59",3.97243402443878e-06,0.701198733062799,0.511,0.37,0.0803464505782988,"6","TMEM59"
"MIR142HG1",4.14714120312184e-06,1.2465026402782,0.284,0.151,0.0838800779743424,"6","MIR142HG"
"MYDGF1",4.39911481631672e-06,1.11248819081628,0.34,0.201,0.0889764962748221,"6","MYDGF"
"PPP1R16B",4.45045148233033e-06,1.08441117793492,0.27,0.14,0.0900148316816132,"6","PPP1R16B"
"ATP6AP22",4.79299911503308e-06,1.01287476420758,0.362,0.223,0.0969432001006591,"6","ATP6AP2"
"SMYD32",5.0202546055001e-06,0.830643626129203,0.39,0.241,0.101539669650845,"6","SMYD3"
"EMP32",5.06602026673722e-06,0.443158833225531,0.844,0.696,0.102465325915027,"6","EMP3"
"ATF6B",5.62459747269026e-06,1.08100333296934,0.255,0.131,0.113763108482633,"6","ATF6B"
"GPATCH8",6.19496999672314e-06,0.916168627658407,0.284,0.153,0.125299463153722,"6","GPATCH8"
"IDH21",6.25480418983984e-06,0.838146929108848,0.312,0.176,0.126509669543701,"6","IDH2"
"CELF21",6.70995847809127e-06,0.64437034320467,0.574,0.447,0.135715620177874,"6","CELF2"
"CCDC121",8.77107171272522e-06,1.24858143111814,0.383,0.256,0.17740369646158,"6","CCDC12"
"SIGIRR1",9.47111373622448e-06,1.34947848069485,0.326,0.193,0.191562746428876,"6","SIGIRR"
"SHFL",1.13891159936065e-05,1.24959446505222,0.262,0.143,0.230356260086684,"6","SHFL"
"TGFB11",1.30029098781124e-05,0.788384266883149,0.44,0.297,0.262996855194702,"6","TGFB1"
"STK101",1.32961561826517e-05,0.953754506606543,0.39,0.263,0.268928054950313,"6","STK10"
"DDIT41",1.40610667072087e-05,0.967792622131993,0.319,0.19,0.284399135220004,"6","DDIT4"
"TCF251",1.41355542987862e-05,0.828578345093302,0.411,0.284,0.28590572124725,"6","TCF25"
"GYPC1",1.86566551865249e-05,0.825700361013359,0.411,0.266,0.377349507802653,"6","GYPC"
"BAX2",1.86972795019607e-05,1.0898646431092,0.397,0.28,0.378171175206658,"6","BAX"
"PDAP1",1.87726673702313e-05,1.04544691372846,0.284,0.164,0.379695970230297,"6","PDAP1"
"AGTPBP11",1.87894413892954e-05,1.34493331630302,0.262,0.146,0.38003524153989,"6","AGTPBP1"
"CDC421",1.87991224048764e-05,0.805829621858461,0.475,0.368,0.380231049761031,"6","CDC42"
"SEC61B1",1.91694799874731e-05,0.50907237071346,0.426,0.29,0.387721902226632,"6","SEC61B"
"PSMB1",1.93691794628108e-05,0.788376213481756,0.546,0.43,0.391761023814811,"6","PSMB1"
"CCDC88C1",1.96066046423405e-05,1.09478368557711,0.34,0.214,0.396563185495979,"6","CCDC88C"
"ZFAND61",2.02738256569384e-05,1.04688725092608,0.312,0.184,0.410058397737236,"6","ZFAND6"
"PSMA5",2.04718550449006e-05,0.883845454341581,0.383,0.252,0.41406374013816,"6","PSMA5"
"LSM1",2.17086659817554e-05,0.900978627793007,0.262,0.143,0.439079478146985,"6","LSM1"
"RBM8A1",2.18724790286134e-05,1.32414780795857,0.418,0.292,0.442392760832734,"6","RBM8A"
"CDK17",2.24789873762845e-05,0.876668215321658,0.284,0.158,0.45465999867273,"6","CDK17"
"CHCHD21",2.46067408600783e-05,0.388342180771593,0.773,0.701,0.497695940635944,"6","CHCHD2"
"RALY1",2.60559357034012e-05,1.09901425471905,0.397,0.272,0.527007355536992,"6","RALY"
"BUD312",3.05208414842264e-05,1.0278783480628,0.34,0.22,0.617314539859962,"6","BUD31"
"DCTN31",3.06140562003532e-05,0.881833850792075,0.326,0.208,0.619199900708343,"6","DCTN3"
"MAP1LC3B1",3.57013274728538e-05,0.846029721330343,0.348,0.225,0.722095049465941,"6","MAP1LC3B"
"SELENOW",3.65634523108931e-05,0.789961165989457,0.348,0.227,0.739532386440123,"6","SELENOW"
"CNPY2",3.73079198791052e-05,1.13366741443386,0.284,0.169,0.754589987474783,"6","CNPY2"
"ENO12",3.79725601162875e-05,0.414828577866977,0.638,0.517,0.768033000912031,"6","ENO1"
"MIEN11",4.27686640400643e-05,1.13640048366486,0.27,0.155,0.865038998874341,"6","MIEN1"
"GOLGA7",4.33329932202619e-05,0.946811566407472,0.255,0.142,0.876453120873018,"6","GOLGA7"
"BBLN",5.17207069420284e-05,0.468009142766402,0.461,0.338,1,"6","BBLN"
"ATM1",5.18988973438627e-05,0.741217577154582,0.348,0.22,1,"6","ATM"
"PGAM12",5.23359600610767e-05,0.674766116356923,0.447,0.322,1,"6","PGAM1"
"PAIP21",5.27063792957966e-05,0.870346173627692,0.454,0.327,1,"6","PAIP2"
"ADRM1",5.36931401078033e-05,0.974770878644017,0.27,0.155,1,"6","ADRM1"
"ITGB1BP1",5.37532458113794e-05,0.868498943621447,0.27,0.154,1,"6","ITGB1BP1"
"PPP1R12A1",5.47955341783299e-05,0.820227087031325,0.34,0.214,1,"6","PPP1R12A"
"RAB7A2",5.53647005864302e-05,0.639494035056699,0.489,0.36,1,"6","RAB7A"
"C11orf58",6.98324495093747e-05,0.487629327372348,0.496,0.38,1,"6","C11orf58"
"PTPRC1",7.33497033485705e-05,0.520996757960539,0.617,0.503,1,"6","PTPRC"
"LIMD21",7.42281524429878e-05,0.520677191687758,0.738,0.614,1,"6","LIMD2"
"BPTF1",7.6639240069574e-05,1.06667139975958,0.298,0.19,1,"6","BPTF"
"SRSF92",8.05719896661945e-05,0.733735313696767,0.39,0.275,1,"6","SRSF9"
"RNF1252",8.24967089191772e-05,1.09739964347934,0.291,0.178,1,"6","RNF125"
"SUMO2",9.4437417300456e-05,0.487240519439325,0.674,0.562,1,"6","SUMO2"
"PPP3CC2",0.000101587038646921,0.681839751093235,0.39,0.254,1,"6","PPP3CC"
"KDELR21",0.000107275543192382,1.03380664753342,0.262,0.154,1,"6","KDELR2"
"RASSF52",0.000109044471713673,1.02939678206225,0.305,0.194,1,"6","RASSF5"
"CHST111",0.000112699381338705,0.77746942850437,0.404,0.282,1,"6","CHST11"
"TMBIM61",0.000114337070758494,0.504352760503286,0.574,0.489,1,"6","TMBIM6"
"HMGN3",0.000116027909729149,0.807366681987376,0.362,0.246,1,"6","HMGN3"
"IQGAP12",0.000118355361272637,0.77991088873631,0.291,0.177,1,"6","IQGAP1"
"POLR2L2",0.000118833935405909,0.66893941039978,0.447,0.333,1,"6","POLR2L"
"ARHGDIB1",0.000122307844105268,0.473979855144311,0.922,0.894,1,"6","ARHGDIB"
"SKP11",0.000127010078946939,0.458781450213893,0.546,0.438,1,"6","SKP1"
"GLRX2",0.000139603785257303,0.518373151404002,0.454,0.337,1,"6","GLRX"
"ACP1",0.000141912298911945,1.09307996523383,0.326,0.21,1,"6","ACP1"
"ARHGEF11",0.000164683047227448,0.912010159762061,0.305,0.196,1,"6","ARHGEF1"
"NDUFS21",0.000173342045750172,1.71905310759367,0.255,0.152,1,"6","NDUFS2"
"HSP90AA12",0.000192894323401911,0.759048898573087,0.574,0.491,1,"6","HSP90AA1"
"MACF11",0.000215124286944714,0.949921527501648,0.305,0.196,1,"6","MACF1"
"SUB11",0.000220333843717666,0.837318132529391,0.397,0.289,1,"6","SUB1"
"ISG152",0.000222149219874115,0.293494101802369,0.553,0.402,1,"6","ISG15"
"ARL6IP51",0.000225319077623354,0.278545600330218,0.532,0.418,1,"6","ARL6IP5"
"PSMA61",0.000237785277712519,0.67667678670692,0.376,0.267,1,"6","PSMA6"
"PPP2R5C2",0.000240155706613265,1.24464268161748,0.411,0.302,1,"6","PPP2R5C"
"HNRNPF1",0.000242499559157425,0.456912663852399,0.482,0.366,1,"6","HNRNPF"
"LSP12",0.000252031829252863,0.485753735390965,0.603,0.496,1,"6","LSP1"
"CYFIP2",0.000265836232980399,0.909908679043281,0.255,0.154,1,"6","CYFIP2"
"LPP",0.000272525143039306,0.952940108679437,0.333,0.226,1,"6","LPP"
"FOXN3",0.000274602110642157,0.587116676079387,0.496,0.379,1,"6","FOXN3"
"TLE41",0.000281775027251043,0.574539041640527,0.284,0.175,1,"6","TLE4"
"SRSF3",0.000294311705744905,1.13016180670023,0.539,0.447,1,"6","SRSF3"
"BANF1",0.000320314338435305,0.826414494092246,0.348,0.243,1,"6","BANF1"
"RAB5IF2",0.000321486820876975,0.47056562096578,0.44,0.313,1,"6","RAB5IF"
"VDAC3",0.00033732147977959,0.344472388743635,0.27,0.166,1,"6","VDAC3"
"LCK3",0.00035896007209371,0.470893814148043,0.468,0.328,1,"6","LCK"
"CIRBP1",0.000365175373393482,0.639707785079365,0.723,0.679,1,"6","CIRBP"
"POLR3GL",0.000370484715487791,0.874308387419635,0.291,0.191,1,"6","POLR3GL"
"RBM391",0.00038114223657348,0.419379268763613,0.596,0.488,1,"6","RBM39"
"MAF1",0.00038557017948379,0.576624525193047,0.305,0.2,1,"6","MAF1"
"TPM31",0.000389366737877393,0.48130964866262,0.518,0.424,1,"6","TPM3"
"CEBPD2",0.000420131522653544,0.438585103969314,0.312,0.188,1,"6","CEBPD"
"COPZ1",0.00045952223950733,0.945243477950869,0.27,0.172,1,"6","COPZ1"
"EAPP",0.000460597337584451,0.701375807904304,0.319,0.213,1,"6","EAPP"
"TRIM22",0.000475641782070063,0.940280307823865,0.262,0.166,1,"6","TRIM22"
"MBD5",0.000482186563505384,0.842494704343334,0.262,0.164,1,"6","MBD5"
"CORO1A1",0.000511624861638714,0.420140758619473,0.794,0.768,1,"6","CORO1A"
"ATP11B",0.000516515789929374,0.815489288909346,0.27,0.166,1,"6","ATP11B"
"SP1001",0.00052451501209925,0.579423658817348,0.475,0.366,1,"6","SP100"
"SH3KBP11",0.000535931204997208,0.801196232163997,0.411,0.301,1,"6","SH3KBP1"
"MARK3",0.000556784838681072,0.805453050643428,0.27,0.172,1,"6","MARK3"
"CHMP2A2",0.000601151221302833,0.997020193240417,0.326,0.234,1,"6","CHMP2A"
"TMEM1601",0.000667297318512053,0.944928037594619,0.27,0.174,1,"6","TMEM160"
"ZNF207",0.000704040859155584,0.819851705746103,0.27,0.171,1,"6","ZNF207"
"TMEM179B2",0.000733824014782584,0.8705952099739,0.284,0.185,1,"6","TMEM179B"
"KLF2",0.000763126408679071,0.609814003817935,0.681,0.584,1,"6","KLF2"
"ARL15",0.000771083273733634,0.811838815933975,0.27,0.172,1,"6","ARL15"
"AKT32",0.000790158325770681,0.619171966060367,0.305,0.2,1,"6","AKT3"
"NDUFB9",0.000796344949795514,0.342495041907767,0.525,0.418,1,"6","NDUFB9"
"CDKN2D1",0.0008760640905893,0.710153236842733,0.298,0.196,1,"6","CDKN2D"
"ANP32A",0.000941596722183928,0.668572420012475,0.291,0.185,1,"6","ANP32A"
"RBM31",0.000961033181577355,0.958707804555743,0.66,0.602,1,"6","RBM3"
"TECR2",0.000965689174413472,0.883774318149819,0.305,0.21,1,"6","TECR"
"RORA2",0.00119014124772385,0.448360016110862,0.319,0.202,1,"6","RORA"
"DDX52",0.0011974737645721,0.262973391675239,0.858,0.775,1,"6","DDX5"
"TMBIM41",0.00119942918417287,0.359767003630595,0.369,0.272,1,"6","TMBIM4"
"VAMP22",0.00125745754946849,0.806972653264227,0.511,0.429,1,"6","VAMP2"
"SRSF11",0.00126214702217805,0.626755053823843,0.362,0.26,1,"6","SRSF11"
"NDUFS81",0.00130068489735133,1.34020857542045,0.312,0.212,1,"6","NDUFS8"
"SRSF21",0.00134858895969426,1.18660015445064,0.433,0.35,1,"6","SRSF2"
"TAF15",0.00142776476521765,0.803420202706977,0.284,0.191,1,"6","TAF15"
"PSMA72",0.00152392890626217,0.998289753485501,0.61,0.537,1,"6","PSMA7"
"CSK1",0.00152721251947358,1.20273081030883,0.291,0.198,1,"6","CSK"
"PSMA2",0.00161809324426547,0.505266338947315,0.305,0.208,1,"6","PSMA2"
"CIB11",0.00162800731693982,0.527319873726558,0.468,0.383,1,"6","CIB1"
"IFI352",0.00172687266477048,0.761396781336135,0.255,0.168,1,"6","IFI35"
"NFATC31",0.00174371097920894,0.407837326567695,0.298,0.201,1,"6","NFATC3"
"GUK13",0.00184484833870075,0.629831927858106,0.504,0.45,1,"6","GUK1"
"FKBP81",0.00196250152686134,0.579771742216045,0.376,0.291,1,"6","FKBP8"
"PARP82",0.00199939713946462,1.22592487448087,0.298,0.204,1,"6","PARP8"
"SF3B6",0.00205121341924649,0.896580538585028,0.27,0.187,1,"6","SF3B6"
"HNRNPK2",0.00212471413612531,0.364077235535279,0.532,0.448,1,"6","HNRNPK"
"COX6A11",0.00215556627015842,0.57093896667933,0.525,0.457,1,"6","COX6A1"
"RHOA2",0.00222677722133147,0.365694461107229,0.603,0.514,1,"6","RHOA"
"CYCS",0.00223027789476929,0.600356084444249,0.383,0.291,1,"6","CYCS"
"TAPBP",0.00224275705064313,0.476179636200094,0.326,0.234,1,"6","TAPBP"
"CSNK2B2",0.00242077913166392,1.19471070979877,0.39,0.313,1,"6","CSNK2B"
"MYO1G1",0.00245640920812698,0.769996189275037,0.298,0.212,1,"6","MYO1G"
"COPE2",0.00252125213017254,0.397989184425364,0.496,0.418,1,"6","COPE"
"PPP2CA",0.00266705018583567,0.980937746653257,0.298,0.208,1,"6","PPP2CA"
"WSB11",0.00276515842746063,0.477301454128802,0.404,0.309,1,"6","WSB1"
"MDH21",0.00282369824557527,0.546253197638648,0.355,0.266,1,"6","MDH2"
"LMAN21",0.00293717913076617,0.831997778330696,0.319,0.24,1,"6","LMAN2"
"FMNL12",0.00296900816240104,0.595714718673128,0.291,0.202,1,"6","FMNL1"
"HNRNPU",0.00307247886239031,0.599967580815907,0.333,0.25,1,"6","HNRNPU"
"UBE2L62",0.0031839181416851,0.427135379445858,0.397,0.308,1,"6","UBE2L6"
"MPHOSPH81",0.00319812977337997,0.647941752969989,0.305,0.215,1,"6","MPHOSPH8"
"MDH1",0.00335009196343598,0.712860385899289,0.298,0.209,1,"6","MDH1"
"DNAJA1",0.00358007354247477,1.13708632903525,0.397,0.317,1,"6","DNAJA1"
"ARB2A",0.00358106871028593,0.756214969418634,0.255,0.169,1,"6","ARB2A"
"SEC11A2",0.0036548717024582,0.473854417926669,0.411,0.328,1,"6","SEC11A"
"EIF4H",0.00366242111266413,0.669690521837608,0.312,0.233,1,"6","EIF4H"
"EMC4",0.00366717498720267,0.801526428333238,0.262,0.184,1,"6","EMC4"
"LRBA2",0.00371533284783775,0.642838323477289,0.277,0.19,1,"6","LRBA"
"ICAM22",0.00371913800079933,0.945657598028291,0.305,0.228,1,"6","ICAM2"
"EID11",0.00383832818531326,0.620354172427673,0.475,0.388,1,"6","EID1"
"EPSTI12",0.00414457714898477,0.503756394996859,0.326,0.241,1,"6","EPSTI1"
"RAB8A1",0.00415248060431828,0.666054535986117,0.277,0.194,1,"6","RAB8A"
"GADD45B1",0.00421193905811867,0.799170438328816,0.291,0.207,1,"6","GADD45B"
"PIN1",0.00422215723880307,0.772510798632361,0.255,0.175,1,"6","PIN1"
"ATP5MF2",0.0045827649302083,0.515155909853376,0.376,0.303,1,"6","ATP5MF"
"HNRNPM",0.0046466010337112,0.500665086560286,0.404,0.32,1,"6","HNRNPM"
"PARK71",0.00465541174632151,0.397237262653864,0.525,0.45,1,"6","PARK7"
"RPS19BP11",0.00480960506372269,1.51345200722253,0.298,0.217,1,"6","RPS19BP1"
"STK17A3",0.0048884720166826,0.663896088775052,0.447,0.364,1,"6","STK17A"
"ARHGDIA1",0.00490950976832222,0.818298364378213,0.34,0.255,1,"6","ARHGDIA"
"SAMHD12",0.00501670539118252,0.399016031092774,0.376,0.289,1,"6","SAMHD1"
"RAB5C2",0.00504977823198062,0.514206058027484,0.355,0.273,1,"6","RAB5C"
"ICAM31",0.0051300372440866,0.384986539487952,0.461,0.375,1,"6","ICAM3"
"IDI1",0.00516469857087584,0.393132316654694,0.277,0.191,1,"6","IDI1"
"SYF2",0.00548689815993525,0.434248760177185,0.433,0.356,1,"6","SYF2"
"PSMB71",0.00556223975429983,0.62364499286537,0.383,0.309,1,"6","PSMB7"
"WWOX2",0.0056319089202935,0.582778110737711,0.284,0.2,1,"6","WWOX"
"CKLF2",0.00569492978180476,0.477061751336389,0.277,0.194,1,"6","CKLF"
"ATP1B32",0.00632685186866573,0.998127532746306,0.305,0.224,1,"6","ATP1B3"
"CHMP51",0.00639813171264388,0.924419625667185,0.27,0.194,1,"6","CHMP5"
"MED10",0.00661745467818462,0.689640492623548,0.284,0.21,1,"6","MED10"
"PSMD41",0.00663267079575116,0.580830023830013,0.326,0.251,1,"6","PSMD4"
"SNX61",0.00663875037042581,0.674965689461886,0.255,0.182,1,"6","SNX6"
"LCP21",0.00667454111365709,0.56618203230541,0.255,0.176,1,"6","LCP2"
"PSMB8-AS1",0.00716047960424435,0.718483542174421,0.284,0.211,1,"6","PSMB8-AS1"
"PDCD61",0.00755566542970759,0.566536511165704,0.34,0.268,1,"6","PDCD6"
"SF3B51",0.00778272834824059,0.997416590585104,0.44,0.363,1,"6","SF3B5"
"DBNL1",0.00809954451653239,0.639440320215499,0.298,0.222,1,"6","DBNL"
"NCOR11",0.0081503137018865,0.445254210862171,0.383,0.305,1,"6","NCOR1"
"TMED10",0.00834371768066855,0.761821011104317,0.262,0.193,1,"6","TMED10"
"PSMB21",0.00854969875507772,0.605529389357266,0.27,0.192,1,"6","PSMB2"
"GIMAP43",0.00855376660109237,0.280229691759892,0.482,0.402,1,"6","GIMAP4"
"SNRPB1",0.00855668560328971,0.503643111844584,0.383,0.318,1,"6","SNRPB"
"HSPA83",0.0088127201835992,0.312401236708157,0.667,0.625,1,"6","HSPA8"
"VDAC2",0.00887262443524817,0.636634368376067,0.34,0.271,1,"6","VDAC2"
"TMEM165",0.00907003196995168,0.499250565581361,0.255,0.182,1,"6","TMEM165"
"ADGRE52",0.00912890021827043,0.278195423970494,0.567,0.48,1,"6","ADGRE5"
"SNX171",0.00915735105555948,0.572015220906994,0.262,0.189,1,"6","SNX17"
"SLC25A31",0.00953974142480256,0.358198814985087,0.539,0.483,1,"6","SLC25A3"
"NDUFB8",0.00965136765991828,0.527477015205804,0.461,0.407,1,"6","NDUFB8"
"ATP5F1B2",0.0099371112083594,0.492825064523639,0.426,0.349,1,"6","ATP5F1B"
"SPARC",0,10.3174641272198,1,0.005,0,"7","SPARC"
"GP9",0,13.5041206870578,0.882,0.001,0,"7","GP9"
"ENSG00000236304",0,12.4758174650548,0.882,0.001,0,"7","ENSG00000236304"
"ITGB3",0,12.8014396225948,0.824,0.001,0,"7","ITGB3"
"TMEM40",0,15.2769929771505,0.765,0,0,"7","TMEM40"
"LY6G6F",0,14.2283625149362,0.588,0,0,"7","LY6G6F"
"PTCRA",4.09841314504724e-287,12.0555597493121,0.706,0.002,8.28945042717255e-283,"7","PTCRA"
"TUBB1",9.3974844097071e-273,11.793699197347,0.824,0.004,1.90073519670736e-268,"7","TUBB1"
"SMANTIS",1.05000117319074e-265,11.7460495780847,0.588,0.001,2.12373237289559e-261,"7","SMANTIS"
"CLEC1B",3.18800695445733e-258,12.5409295099031,0.529,0,6.44806286608539e-254,"7","CLEC1B"
"CMTM5",3.18800695445733e-258,13.0700100678623,0.529,0,6.44806286608539e-254,"7","CMTM5"
"GNG11",2.96785712000547e-257,11.532788761264,0.941,0.006,6.00278781092307e-253,"7","GNG11"
"TREML1",3.40604636794911e-257,11.1139491033268,0.647,0.002,6.88906938381387e-253,"7","TREML1"
"SEPTIN5",4.89156633783527e-255,13.5925046360313,0.471,0,9.89368207490562e-251,"7","SEPTIN5"
"CAVIN2",1.23181333380879e-249,11.1326551433285,0.941,0.007,2.49146564896166e-245,"7","CAVIN2"
"ENSG00000289546",2.16483965992679e-245,10.7822119770151,0.588,0.001,4.37860469616793e-241,"7","ENSG00000289546"
"PF4",2.9874010824067e-229,11.5816099881731,0.941,0.008,6.0423174292758e-225,"7","PF4"
"GP1BB",6.31876572805827e-228,11.0377901235964,1,0.01,1.27803355615707e-223,"7","GP1BB"
"ENSG00000288882",2.74142557114354e-215,10.4549833823066,0.529,0.001,5.54480736019492e-211,"7","ENSG00000288882"
"PDGFA-DT",3.3177018123578e-204,11.1890409955647,0.471,0.001,6.71038368567489e-200,"7","PDGFA-DT"
"ENSG00000299389",6.74693152611796e-199,10.6935305625021,0.529,0.002,1.36463437047262e-194,"7","ENSG00000299389"
"CLDN5",1.57094205247429e-195,12.9647276721768,0.412,0,3.17738739533451e-191,"7","CLDN5"
"CLU",5.6112492026197e-186,10.9279104598071,0.882,0.01,1.13493126372186e-181,"7","CLU"
"ENSG00000306963",1.26277736688956e-185,10.1776468561493,0.471,0.001,2.55409350227083e-181,"7","ENSG00000306963"
"ITGA2B",9.3854349785184e-181,9.62574886000761,0.765,0.007,1.89829807875513e-176,"7","ITGA2B"
"ACRBP",9.10899268136006e-165,9.95005853985467,0.765,0.008,1.84238485973189e-160,"7","ACRBP"
"PF4V1",2.19019422211888e-164,15.4231461189878,0.353,0,4.42988683365764e-160,"7","PF4V1"
"THRB-AS2",2.68112822090801e-164,10.0237645789052,0.353,0,5.42284993960855e-160,"7","THRB-AS2"
"MPIG6B",2.95353966318883e-157,9.62559283647199,0.471,0.002,5.97382932276573e-153,"7","MPIG6B"
"HGD",3.41544345104246e-157,9.48250578179527,0.471,0.002,6.90807592407849e-153,"7","HGD"
"PPBP",2.3363123937604e-150,11.8038579748552,1,0.019,4.72542544761978e-146,"7","PPBP"
"MYL9",3.74853231184613e-149,10.0422936463569,0.647,0.006,7.58178145393999e-145,"7","MYL9"
"ENSG00000289621",6.15286390890031e-144,11.5759827819759,0.353,0.001,1.24447825421418e-139,"7","ENSG00000289621"
"ENSG00000267175",3.50380188430976e-142,10.3306559778354,0.412,0.002,7.08678969120491e-138,"7","ENSG00000267175"
"GP1BA",3.34897380991109e-136,9.0460117920187,0.471,0.003,6.77363442792617e-132,"7","GP1BA"
"ENSG00000238201",1.89112021898536e-133,10.4478343284087,0.294,0,3.82497975491978e-129,"7","ENSG00000238201"
"ESAM",2.66084714027123e-115,10.1053478466342,0.353,0.002,5.38182942591259e-111,"7","ESAM"
"SAMD4A-AS1",1.85563272851614e-114,10.02958476827,0.294,0.001,3.75320275669675e-110,"7","SAMD4A-AS1"
"ENSG00000269970",2.01865898256295e-114,9.41218006435101,0.294,0.001,4.08293965813183e-110,"7","ENSG00000269970"
"NRGN",4.87740272811884e-114,7.97144008919431,0.941,0.024,9.86503475789316e-110,"7","NRGN"
"RGS18",1.23539339971342e-100,7.58963620134705,0.941,0.028,2.49870669026036e-96,"7","RGS18"
"H3C10",3.91081283078568e-98,8.47335285563635,0.412,0.004,7.91001003154711e-94,"7","H3C10"
"CTTN",4.8525944258779e-89,8.82495293032587,0.294,0.002,9.81485748578064e-85,"7","CTTN"
"ALOX12",4.8525944258779e-89,8.3839112427071,0.294,0.002,9.81485748578064e-85,"7","ALOX12"
"ENSG00000289400",5.53067008583596e-89,8.07030901791557,0.294,0.002,1.11863333156118e-84,"7","ENSG00000289400"
"PTGS1",1.03754928509295e-86,7.94081165448901,0.529,0.009,2.09854718402899e-82,"7","PTGS1"
"MMD",1.06372745449856e-83,8.34959022573014,0.706,0.018,2.15149514946879e-79,"7","MMD"
"ARHGAP6",1.71495583773629e-82,7.92617036359561,0.412,0.005,3.46866967740541e-78,"7","ARHGAP6"
"F13A1",3.71873921231316e-81,7.93372998886539,0.529,0.009,7.52152193082459e-77,"7","F13A1"
"H2AC6",5.91029906014533e-81,8.33345416840863,0.941,0.036,1.19541708790499e-76,"7","H2AC6"
"CA2",9.6947684216359e-81,9.07386891446206,0.588,0.012,1.96086386096008e-76,"7","CA2"
"C19orf33",3.32577718022987e-80,10.6073661398469,0.294,0.002,6.72671692473293e-76,"7","C19orf33"
"PCP2",4.20816684200762e-80,7.9537555752578,0.294,0.002,8.51143825464461e-76,"7","PCP2"
"SNCA",4.50057053768833e-80,7.50023391096356,0.706,0.019,9.10285396952841e-76,"7","SNCA"
"CD9",5.60708899263157e-78,8.93872032518909,0.765,0.024,1.13408981964966e-73,"7","CD9"
"GAS2L1",5.82721198944042e-76,7.18099087732991,0.471,0.008,1.17861189698422e-71,"7","GAS2L1"
"GFI1B",4.5742250024509e-73,8.96846384004953,0.294,0.002,9.2518274899572e-69,"7","GFI1B"
"FAXDC2",4.22495582090213e-68,8.33562151643174,0.353,0.004,8.54539564335665e-64,"7","FAXDC2"
"C2orf88",1.58756989420961e-65,7.85046486702969,0.412,0.007,3.21101886802836e-61,"7","C2orf88"
"PGRMC1",1.68605933929056e-61,7.10024953106648,0.765,0.032,3.41022361964909e-57,"7","PGRMC1"
"ENSG00000291236",2.26654402011485e-58,8.01164304943045,0.412,0.008,4.58431193508429e-54,"7","ENSG00000291236"
"CAPN1-AS1",1.40476701076637e-57,8.63572463564164,0.294,0.004,2.84128175597607e-53,"7","CAPN1-AS1"
"TRIM58",1.96573424745182e-57,7.41692523482703,0.294,0.004,3.97589408889606e-53,"7","TRIM58"
"ABCC3",9.28531570919047e-51,7.28530273570919,0.412,0.01,1.87804795534086e-46,"7","ABCC3"
"TPM1",5.39090086627668e-50,7.2153036402648,0.588,0.022,1.09036360921312e-45,"7","TPM1"
"SMIM3",1.92152981144902e-47,6.56783103087465,0.529,0.019,3.88648619663678e-43,"7","SMIM3"
"RUFY1",5.72782003727768e-45,6.25203309566884,0.882,0.064,1.15850888073978e-40,"7","RUFY1"
"MYLK-AS1",4.47866629847657e-43,6.9125966501874,0.353,0.009,9.05855045529872e-39,"7","MYLK-AS1"
"DMTN",2.55564794904109e-40,8.35500287760827,0.294,0.006,5.1690535417305e-36,"7","DMTN"
"MAP3K7CL",3.43147907771953e-39,7.094061398097,0.471,0.018,6.94050958259551e-35,"7","MAP3K7CL"
"H2BC11",1.46043279573967e-37,7.26124077473066,0.353,0.01,2.95387137266305e-33,"7","H2BC11"
"TUBA8",1.12116537591823e-36,6.86672991927869,0.294,0.007,2.26766908933221e-32,"7","TUBA8"
"MPP11",4.16766851089408e-33,6.55055724605361,0.706,0.055,8.42952633013437e-29,"7","MPP1"
"BEX3",5.29443534960524e-33,6.02950983270332,0.824,0.079,1.07085249381116e-28,"7","BEX3"
"SENCR",6.18076174141831e-30,6.25537778353981,0.294,0.009,1.25012086981927e-25,"7","SENCR"
"TPTEP1",1.20343669324693e-29,6.64169400584833,0.353,0.013,2.43407105576124e-25,"7","TPTEP1"
"TSC22D1",1.42712993449217e-29,8.54922295758831,0.529,0.033,2.88651300550386e-25,"7","TSC22D1"
"PNMA1",1.78971434388274e-29,6.06959850757693,0.471,0.025,3.61987623193723e-25,"7","PNMA1"
